Dominio,Problema,Delta,Risolto,Stati Raggiungibili,Azioni,Durata Piano,Comp-Time,CPU-Time
Descent,prob_earth13.pddl,1,false,,,,3.94,
Descent,prob_earth13.pddl,2,true,7104548,8543342,42.00,4.99,207.85
Descent,prob_earth13.pddl,3,true,1235183,1512019,48.01,4.83,45.44
Descent,prob_earth13.pddl,5,false,,,,5.71,
Descent,prob_earth13.pddl,10,false,,,,4.37,
Descent,prob_earth13.pddl,20,false,,,,4.42,
Descent,prob_earth13.pddl,30,false,,,,4.43,
Descent,prob_earth13.pddl,50,false,,,,4.41,
Descent,prob_earth13.pddl,100,false,,,,4.36,
Descent,prob_earth14.pddl,1,false,,,,4.20,
Descent,prob_earth14.pddl,2,true,12096633,14581345,42.01,4.41,296.22
Descent,prob_earth14.pddl,3,true,370022,428915,42.01,4.47,15.07
Descent,prob_earth14.pddl,5,false,,,,4.38,
Descent,prob_earth14.pddl,10,false,,,,4.48,
Descent,prob_earth14.pddl,20,false,,,,4.46,
Descent,prob_earth14.pddl,30,false,,,,4.49,
Descent,prob_earth14.pddl,50,false,,,,4.42,
Descent,prob_earth14.pddl,100,false,,,,4.44,
Descent,prob_earth15.pddl,1,false,,,,4.32,
Descent,prob_earth15.pddl,2,true,4500837,5386353,40.00,4.45,113.86
Descent,prob_earth15.pddl,3,true,1517887,1870168,51.01,4.33,40.40
Descent,prob_earth15.pddl,5,false,,,,4.32,
Descent,prob_earth15.pddl,10,false,,,,4.41,
Descent,prob_earth15.pddl,20,false,,,,4.35,
Descent,prob_earth15.pddl,30,false,,,,5.99,
Descent,prob_earth15.pddl,50,false,,,,5.57,
Descent,prob_earth15.pddl,100,false,,,,7.00,
Descent,prob_earth16.pddl,1,false,,,,4.31,
Descent,prob_earth16.pddl,2,true,4582873,5479415,40.00,4.44,135.46
Descent,prob_earth16.pddl,3,true,465418,541036,45.00,5.00,17.38
Descent,prob_earth16.pddl,5,false,,,,4.19,
Descent,prob_earth16.pddl,10,false,,,,5.78,
Descent,prob_earth16.pddl,20,false,,,,7.54,
Descent,prob_earth16.pddl,30,false,,,,7.63,
Descent,prob_earth16.pddl,50,false,,,,4.45,
Descent,prob_earth16.pddl,100,false,,,,4.51,
Descent,prob_earth17.pddl,1,false,,,,5.13,
Descent,prob_earth17.pddl,2,true,4647877,5552134,40.00,5.30,132.67
Descent,prob_earth17.pddl,3,true,396910,459296,42.01,4.71,16.85
Descent,prob_earth17.pddl,5,false,,,,6.08,
Descent,prob_earth17.pddl,10,false,,,,4.22,
Descent,prob_earth17.pddl,20,false,,,,4.36,
Descent,prob_earth17.pddl,30,false,,,,4.25,
Descent,prob_earth17.pddl,50,false,,,,4.69,
Descent,prob_earth17.pddl,100,false,,,,4.53,
Descent,prob_earth18.pddl,1,false,,,,6.26,
Descent,prob_earth18.pddl,2,true,4699682,5609629,40.00,4.59,125.58
Descent,prob_earth18.pddl,3,true,1090318,1327075,48.01,4.39,32.15
Descent,prob_earth18.pddl,5,false,,,,4.37,
Descent,prob_earth18.pddl,10,false,,,,5.53,
Descent,prob_earth18.pddl,20,false,,,,4.63,
Descent,prob_earth18.pddl,30,false,,,,4.50,
Descent,prob_earth18.pddl,50,false,,,,4.36,
Descent,prob_earth18.pddl,100,false,,,,5.10,
Descent,prob_earth19.pddl,1,false,,,,4.25,
Descent,prob_earth19.pddl,2,true,8039290,9614169,42.00,5.13,238.54
Descent,prob_earth19.pddl,3,true,699326,821567,45.01,4.45,25.15
Descent,prob_earth19.pddl,5,false,,,,4.68,
Descent,prob_earth19.pddl,10,false,,,,5.32,
Descent,prob_earth19.pddl,20,false,,,,6.54,
Descent,prob_earth19.pddl,30,false,,,,7.66,
Descent,prob_earth19.pddl,50,false,,,,3.98,
Descent,prob_earth19.pddl,100,false,,,,4.19,
Descent,prob_earth20.pddl,1,false,,,,5.45,
Descent,prob_earth20.pddl,2,true,8113359,9696847,42.00,3.98,180.79
Descent,prob_earth20.pddl,3,true,1309691,1592472,51.00,3.94,32.28
Descent,prob_earth20.pddl,5,false,,,,3.92,
Descent,prob_earth20.pddl,10,false,,,,4.02,
Descent,prob_earth20.pddl,20,false,,,,4.01,
Descent,prob_earth20.pddl,30,false,,,,4.04,
Descent,prob_earth20.pddl,50,false,,,,4.02,
Descent,prob_earth20.pddl,100,false,,,,4.00,
HVAC,instance_1_1.pddl,1,true,12658,28972,10.01,10.46,13.29
HVAC,instance_1_1.pddl,2,true,6179,12325,10.01,5.56,7.07
HVAC,instance_1_1.pddl,3,false,,,,6.47,
HVAC,instance_1_1.pddl,5,true,2307,3875,10.01,5.43,6.90
HVAC,instance_1_1.pddl,10,true,1539,2281,10.01,5.45,6.81
HVAC,instance_1_1.pddl,20,false,,,,5.26,
HVAC,instance_1_1.pddl,30,false,,,,5.15,
HVAC,instance_1_1.pddl,50,false,,,,5.24,
HVAC,instance_1_1.pddl,100,false,,,,5.25,
HVAC,instance_1_2.pddl,1,true,127360,242471,20.01,5.59,9.20
HVAC,instance_1_2.pddl,2,true,76976,133215,20.01,5.48,8.00
HVAC,instance_1_2.pddl,3,false,,,,5.63,
HVAC,instance_1_2.pddl,5,true,27798,45228,20.01,5.56,7.42
HVAC,instance_1_2.pddl,10,true,16311,25320,20.01,5.68,7.25
HVAC,instance_1_2.pddl,20,false,,,,5.47,
HVAC,instance_1_2.pddl,30,false,,,,7.45,
HVAC,instance_1_2.pddl,50,false,,,,6.87,
HVAC,instance_1_2.pddl,100,false,,,,7.26,
HVAC,instance_1_3.pddl,1,true,505566,840045,30.01,9.24,19.87
HVAC,instance_1_3.pddl,2,true,393361,589499,30.02,6.94,15.23
HVAC,instance_1_3.pddl,3,false,,,,6.91,
HVAC,instance_1_3.pddl,5,true,118335,174024,30.01,6.49,9.96
HVAC,instance_1_3.pddl,10,true,68374,96406,30.02,6.17,9.10
HVAC,instance_1_3.pddl,20,false,,,,6.28,
HVAC,instance_1_3.pddl,30,false,,,,6.50,
HVAC,instance_1_3.pddl,50,false,,,,6.43,
HVAC,instance_1_3.pddl,100,false,,,,6.49,
HVAC,instance_1_4.pddl,1,true,1669442,2583212,40.01,7.89,27.96
HVAC,instance_1_4.pddl,2,true,1148470,1645896,40.02,6.56,27.00
HVAC,instance_1_4.pddl,3,false,,,,6.89,
HVAC,instance_1_4.pddl,5,true,405702,566298,40.01,6.51,14.86
HVAC,instance_1_4.pddl,10,true,252050,340931,40.02,6.47,12.90
HVAC,instance_1_4.pddl,20,false,,,,6.38,
HVAC,instance_1_4.pddl,30,false,,,,6.46,
HVAC,instance_1_4.pddl,50,false,,,,6.41,
HVAC,instance_1_4.pddl,100,false,,,,6.70,
HVAC,instance_1_5.pddl,1,true,3554061,5349687,50.01,5.01,37.69
HVAC,instance_1_5.pddl,2,true,2879845,4007090,50.02,6.72,55.99
HVAC,instance_1_5.pddl,3,false,,,,6.57,
HVAC,instance_1_5.pddl,5,true,862785,1178169,50.01,6.53,22.27
HVAC,instance_1_5.pddl,10,true,521654,695904,50.02,6.93,17.57
HVAC,instance_1_5.pddl,20,false,,,,6.82,
HVAC,instance_1_5.pddl,30,false,,,,6.68,
HVAC,instance_1_5.pddl,50,false,,,,6.62,
HVAC,instance_1_5.pddl,100,false,,,,6.59,
HVAC,instance_1_6.pddl,1,true,8225246,12188972,60.02,9.44,113.61
HVAC,instance_1_6.pddl,2,true,6907549,9502936,60.02,6.52,121.14
HVAC,instance_1_6.pddl,3,false,,,,6.55,
HVAC,instance_1_6.pddl,5,true,2010757,2711453,60.02,6.44,40.62
HVAC,instance_1_6.pddl,10,true,1253838,1650212,60.02,6.35,29.17
HVAC,instance_1_6.pddl,20,false,,,,6.46,
HVAC,instance_1_6.pddl,30,false,,,,6.47,
HVAC,instance_1_6.pddl,50,false,,,,6.53,
HVAC,instance_1_6.pddl,100,false,,,,7.10,
HVAC,instance_1_7.pddl,1,true,18442040,27021301,70.02,5.98,226.22
HVAC,instance_1_7.pddl,2,true,15900436,21684069,70.03,6.83,274.29
HVAC,instance_1_7.pddl,3,false,,,,6.71,
HVAC,instance_1_7.pddl,5,true,4489445,6004017,70.02,5.74,82.79
HVAC,instance_1_7.pddl,10,true,2879705,3765625,70.03,7.23,62.70
HVAC,instance_1_7.pddl,20,false,,,,5.97,
HVAC,instance_1_7.pddl,30,false,,,,6.06,
HVAC,instance_1_7.pddl,50,false,,,,7.14,
HVAC,instance_1_7.pddl,100,false,,,,6.63,
HVAC,instance_1_8.pddl,1,false,,,,9.52,
HVAC,instance_1_8.pddl,2,false,,,,5.71,
HVAC,instance_1_8.pddl,3,false,,,,5.52,
HVAC,instance_1_8.pddl,5,true,9876425,13154153,80.02,5.46,165.21
HVAC,instance_1_8.pddl,10,true,6539534,8489166,80.03,6.59,125.46
HVAC,instance_1_8.pddl,20,false,,,,6.19,
HVAC,instance_1_8.pddl,30,false,,,,5.75,
HVAC,instance_1_8.pddl,50,false,,,,5.56,
HVAC,instance_1_8.pddl,100,false,,,,5.45,
HVAC,instance_1_9.pddl,1,false,,,,13.42,
HVAC,instance_1_9.pddl,2,false,,,,5.83,
HVAC,instance_1_9.pddl,3,false,,,,5.56,
HVAC,instance_1_9.pddl,5,false,,,,5.66,
HVAC,instance_1_9.pddl,10,true,14695697,19047260,90.03,5.50,239.92
HVAC,instance_1_9.pddl,20,false,,,,5.61,
HVAC,instance_1_9.pddl,30,false,,,,5.71,
HVAC,instance_1_9.pddl,50,false,,,,5.62,
HVAC,instance_1_9.pddl,100,false,,,,5.76,
HVAC,instance_1_10.pddl,1,false,,,,10.82,
HVAC,instance_1_10.pddl,2,false,,,,5.72,
HVAC,instance_1_10.pddl,3,false,,,,5.69,
HVAC,instance_1_10.pddl,5,false,,,,5.76,
HVAC,instance_1_10.pddl,10,false,,,,5.47,
HVAC,instance_1_10.pddl,20,false,,,,5.97,
HVAC,instance_1_10.pddl,30,false,,,,5.63,
HVAC,instance_1_10.pddl,50,false,,,,5.76,
HVAC,instance_1_10.pddl,100,false,,,,5.60,
HVAC,instance_1_11.pddl,1,false,,,,10.23,
HVAC,instance_1_11.pddl,2,false,,,,6.26,
HVAC,instance_1_11.pddl,3,false,,,,5.80,
HVAC,instance_1_11.pddl,5,false,,,,5.87,
HVAC,instance_1_11.pddl,10,false,,,,5.97,
HVAC,instance_1_11.pddl,20,false,,,,5.74,
HVAC,instance_1_11.pddl,30,false,,,,5.64,
HVAC,instance_1_11.pddl,50,false,,,,5.60,
HVAC,instance_1_11.pddl,100,false,,,,5.62,
HVAC,instance_1_12.pddl,1,false,,,,6.86,
HVAC,instance_1_12.pddl,2,false,,,,5.92,
HVAC,instance_1_12.pddl,3,false,,,,5.99,
HVAC,instance_1_12.pddl,5,false,,,,6.13,
HVAC,instance_1_12.pddl,10,false,,,,5.73,
HVAC,instance_1_12.pddl,20,false,,,,5.81,
HVAC,instance_1_12.pddl,30,false,,,,5.84,
HVAC,instance_1_12.pddl,50,false,,,,5.65,
HVAC,instance_1_12.pddl,100,false,,,,6.21,
HVAC,instance_1_13.pddl,1,false,,,,5.79,
HVAC,instance_1_13.pddl,2,false,,,,5.81,
HVAC,instance_1_13.pddl,3,false,,,,5.65,
HVAC,instance_1_13.pddl,5,false,,,,5.85,
HVAC,instance_1_13.pddl,10,false,,,,5.66,
HVAC,instance_1_13.pddl,20,false,,,,5.81,
HVAC,instance_1_13.pddl,30,false,,,,5.80,
HVAC,instance_1_13.pddl,50,false,,,,5.94,
HVAC,instance_1_13.pddl,100,false,,,,6.40,
HVAC,instance_1_14.pddl,1,false,,,,5.71,
HVAC,instance_1_14.pddl,2,false,,,,5.82,
HVAC,instance_1_14.pddl,3,false,,,,5.75,
HVAC,instance_1_14.pddl,5,false,,,,6.25,
HVAC,instance_1_14.pddl,10,false,,,,6.10,
HVAC,instance_1_14.pddl,20,false,,,,5.80,
HVAC,instance_1_14.pddl,30,false,,,,5.73,
HVAC,instance_1_14.pddl,50,false,,,,5.77,
HVAC,instance_1_14.pddl,100,false,,,,5.69,
HVAC,instance_1_15.pddl,1,false,,,,11.84,
HVAC,instance_1_15.pddl,2,false,,,,5.89,
HVAC,instance_1_15.pddl,3,false,,,,5.92,
HVAC,instance_1_15.pddl,5,false,,,,5.86,
HVAC,instance_1_15.pddl,10,false,,,,5.79,
HVAC,instance_1_15.pddl,20,false,,,,5.95,
HVAC,instance_1_15.pddl,30,false,,,,7.16,
HVAC,instance_1_15.pddl,50,false,,,,6.99,
HVAC,instance_1_15.pddl,100,false,,,,6.97,
HVAC,instance_1_16.pddl,1,false,,,,9.90,
HVAC,instance_1_16.pddl,2,false,,,,7.08,
HVAC,instance_1_16.pddl,3,false,,,,6.96,
HVAC,instance_1_16.pddl,5,false,,,,7.08,
HVAC,instance_1_16.pddl,10,false,,,,7.01,
HVAC,instance_1_16.pddl,20,false,,,,7.52,
HVAC,instance_1_16.pddl,30,false,,,,7.03,
HVAC,instance_1_16.pddl,50,false,,,,7.06,
HVAC,instance_1_16.pddl,100,false,,,,7.02,
HVAC,instance_1_17.pddl,1,false,,,,10.75,
HVAC,instance_1_17.pddl,2,false,,,,7.09,
HVAC,instance_1_17.pddl,3,false,,,,7.18,
HVAC,instance_1_17.pddl,5,false,,,,7.02,
HVAC,instance_1_17.pddl,10,false,,,,7.13,
HVAC,instance_1_17.pddl,20,false,,,,7.05,
HVAC,instance_1_17.pddl,30,false,,,,6.97,
HVAC,instance_1_17.pddl,50,false,,,,7.02,
HVAC,instance_1_17.pddl,100,false,,,,7.15,
HVAC,instance_1_18.pddl,1,false,,,,7.06,
HVAC,instance_1_18.pddl,2,false,,,,6.81,
HVAC,instance_1_18.pddl,3,false,,,,6.44,
HVAC,instance_1_18.pddl,5,false,,,,6.84,
HVAC,instance_1_18.pddl,10,false,,,,6.42,
HVAC,instance_1_18.pddl,20,false,,,,6.63,
HVAC,instance_1_18.pddl,30,false,,,,6.48,
HVAC,instance_1_18.pddl,50,false,,,,6.52,
HVAC,instance_1_18.pddl,100,false,,,,6.50,
HVAC,instance_1_19.pddl,1,false,,,,5.43,
HVAC,instance_1_19.pddl,2,false,,,,6.53,
HVAC,instance_1_19.pddl,3,false,,,,6.67,
HVAC,instance_1_19.pddl,5,false,,,,6.59,
HVAC,instance_1_19.pddl,10,false,,,,6.39,
HVAC,instance_1_19.pddl,20,false,,,,6.92,
HVAC,instance_1_19.pddl,30,false,,,,6.62,
HVAC,instance_1_19.pddl,50,false,,,,6.75,
HVAC,instance_1_19.pddl,100,false,,,,6.58,
HVAC,instance_1_20.pddl,1,false,,,,6.74,
HVAC,instance_1_20.pddl,2,false,,,,6.65,
HVAC,instance_1_20.pddl,3,false,,,,6.50,
HVAC,instance_1_20.pddl,5,false,,,,6.61,
HVAC,instance_1_20.pddl,10,false,,,,6.73,
HVAC,instance_1_20.pddl,20,false,,,,6.54,
HVAC,instance_1_20.pddl,30,false,,,,6.57,
HVAC,instance_1_20.pddl,50,false,,,,6.51,
HVAC,instance_1_20.pddl,100,false,,,,6.67,
